text,author,published_at,like_count,clean_text,sentiment_score,sentiment_label
Kirk is all over the place saying black people are inherently criminal and “hunting white people” he was a fucking white supremacist and no one can ever launder his image. He didn’t mean “disagree agreeably” he wanted to be racist to your face. GTFOH. He literally hated you. He was just being a weasel.. he was for censorship of anything his nazi ass didn’t agree with being taught in schools. This show is a disgrace .. lies. “Mr debate” no Mr groom your children to be little Nazis is what he was and he didn’t think van jones should have rights. Those are facts.,@da1onlynickvicious,2025-09-28T06:04:20Z,0,kirk place saying black people inherently criminal hunting white people fucking white supremacist one ever launder image didnt mean disagree agreeably wanted racist face gtfoh literally hated weasel censorship anything nazi ass didnt agree taught schools show disgrace lies debate groom children little nazis didnt think van jones rights facts,-0.9699,Negatif
"As long as you have those conversations about race, racism will still remain with us. As soon as you stop talk about race then racism will be disappeared. Politicians have only benefits from keeping up the race conversations because with this they can divide the masses...",@divinusmaximus1315,2025-09-28T05:52:28Z,0,long conversations race racism still remain soon stop talk race racism disappeared politicians benefits keeping race conversations divide masses,-0.8658,Negatif
I am concerned that because he wasn’t interested only in conflict and “civil war” etc he was removed. It seems there’s no room to moderate and lower the temperature. That’s the danger. Thank you Vann,@williamfields4534,2025-09-28T05:35:33Z,0,concerned wasnt interested conflict civil war etc removed seems theres room moderate lower temperature thats danger thank vann,-0.8072,Negatif
Van Jones is being quite polyanic in claiming that Kirk was a gentleman; especially the fact that Kirk was a stark racist l,@MrDessaline2,2025-09-28T04:57:36Z,0,van jones quite polyanic claiming kirk gentleman especially fact kirk stark racist,-0.6124,Negatif
"Charlie Kirk does not disagree gentlemanly, he was not capable of such feat…  A student at Cambridge ate his lunch, and he became disrespectful like Billyo.",@MrDessaline2,2025-09-28T04:54:58Z,1,charlie kirk disagree gentlemanly capable feat student cambridge ate lunch became disrespectful like billyo,0.3612,Positif
Blueberry 🫐. No one Black is surprised. Can Gypsies be trusted? NO.,@rickjames3257,2025-09-28T04:53:11Z,1,blueberry one black surprised gypsies trusted,0.6124,Positif
This is one of the best things I've seen in weeks. Thank you CNN,@kadecovington493,2025-09-28T04:22:40Z,0,one best things seen weeks thank cnn,0.7717,Positif
"It's funny because 4 days before he was killed there's a video up on his channel that ridicules you, titled ""Charlie Kirk sends Van Jones into a Mental Breakdown"" and has ""I can't breathe!"" in the thumbnail. Van is confusing someone being polite to get him on his show or to make some money with him at some event with being a good person. Van Jones is nauseating. CNN is pathetic. And liberals are pathetic. At least the fascists are trying to win power. American liberals deserve what they get because they are cowards.",@user-tl4fi6oy8d,2025-09-28T04:10:32Z,0,funny days killed video channel ridicules titled charlie kirk sends van jones mental breakdown breathe thumbnail van confusing someone polite get show make money event good person van jones nauseating cnn pathetic liberals pathetic least fascists trying win power american liberals deserve get cowards,-0.7512,Negatif
"Van jones was defending the murder that killed the Ukraine girl, this girl died 100% because she was white . Why didn’t he stab anyone around him? This should be a hate crime -crimes committed on the basis of the victim'race, color, religion, national origin, sexual orientation, gender, gender identity, or disability",@Tiburon1975,2025-09-28T04:07:02Z,0,van jones defending murder killed ukraine girl girl died white didnt stab anyone around hate crime crimes committed basis victim race color religion national origin sexual orientation gender gender identity disability,-0.9579,Negatif
"Stop praising this racist misogynistic, transphobic POS. He was brainwashing our youth",@paulnadratowski3942,2025-09-28T03:16:48Z,0,stop praising racist misogynistic transphobic pos brainwashing youth,-0.6369,Negatif
Wow! I have never heard CNN sound sane before.,@LeeSeneca,2025-09-28T03:14:00Z,0,wow never heard cnn sound sane,0.5859,Positif
Has anybody looked at the Arizona cardinals stadium ls BOOKINGS?? The turning point reserved it back in may,@garystevens1044,2025-09-28T03:05:49Z,0,anybody looked arizona cardinals stadium bookings turning point reserved back may,0.0,Netral
Nah he just tryna make it about him…Dems caused this especially CNN and its contributors…Red team need to give some back and teach them a lesson because they have not changed one bit! You dems are the party of violence. Bunch of crooks,@Sonj0327,2025-09-28T03:05:33Z,0,nah tryna make himdems caused especially cnn contributorsred team need give back teach lesson changed one bit dems party violence bunch crooks,-0.4215,Negatif
"Where are the comments that preceded the ""kindly invitation to appear on Kirk's show"".  Kirk was always disingenuous with his debates, by editing what he posted on his own platforms to always make it appear he was ""owning the libs"", regardless how the actual debate went.",@owensomers8572,2025-09-28T03:00:02Z,1,comments preceded kindly invitation appear kirk show kirk always disingenuous debates editing posted platforms always make appear owning libs regardless actual debate went,0.4939,Positif
"KKK always wants to agree to disagree, but a racist is a racist. Van Jones is giving up. We did not kill Kirk...and gun control may have saved his life. Anyone who is a friend of tRump is e v i l !!!",@JTKAMI,2025-09-28T02:56:05Z,0,kkk always wants agree disagree racist racist van jones giving kill kirk gun control may saved life anyone friend trump,-0.8316,Negatif
"Thank you for this. We should talk, not eliminate. I may not agree with your beliefs but you have earned my respect. Much health to you and yours",@genoburkhard6394,2025-09-28T02:54:33Z,0,thank talk eliminate may agree beliefs earned respect much health,0.7964,Positif
Kudos to you Mr. Van Jones for being the respectful honorable scholarly truthful gentleman that you are!,@JamesShibley,2025-09-28T02:48:30Z,0,kudos van jones respectful honorable scholarly truthful gentleman,0.9153,Positif
"With all due respect, Chuck didn’t exhibit the same eloquent grace towards non-public figures. Kirk was civil because he knew that having Van Jones, a well known media personality, on his podcast, would help broaden his own public profile. 
It’s calculated graciousness. 
He’d probably say Van was a DEI hire just like he’s said about black pilots, black doctors, black  female senators and black female media hosts. VJ seems to have forgotten that part. Let’s not whitewash Charles’ history just because he was civil to one person while being demeaning towards everyone else.",@anthonycoca2202,2025-09-28T02:40:06Z,0,due respect chuck didnt exhibit eloquent grace towards non public figures kirk civil knew van jones well known media personality podcast would help broaden public profile calculated graciousness hed probably say van dei hire like hes said black pilots black doctors black female senators black female media hosts seems forgotten part lets whitewash charles history civil one person demeaning towards everyone else,0.8647,Positif
"No. 
Charlie Kirk was not 1% interested in what Van Jones had to say, or think, or feel. 
He wanted the views. He wanted the clickbait. 
Just because he didn't call him the n-word while he was asking him to APPEAR ON HIS PERSONAL PODCAST, doesn't mean he was some kind of stoic philosopher. 
He wanted Van Jones to come to THE CHARLIE KIRK SHOW, where Charlie Kirk controls everything. 
That's not a debate. It's a trap. 
Charlie Kirk didn't publicly denounce the death threats against Van Jones. He didn't PRIVATELY apologize to Van Jones for sparking such turmoil. 
He tried to take advantage of it for personal gain.",@thewaterbear,2025-09-28T02:28:22Z,2,charlie kirk interested van jones say think feel wanted views wanted clickbait call word asking appear personal podcast mean kind stoic philosopher wanted van jones come charlie kirk show charlie kirk controls everything debate trap charlie kirk publicly denounce death threats van jones privately apologize van jones sparking turmoil tried take advantage personal gain,-0.25,Negatif
"Anderson, the news articles literally state the guy who killed the Ukrainian girl said, ""I got that white girl.""",@danielarosa1000,2025-09-28T02:27:06Z,0,anderson news articles literally state guy killed ukrainian girl said got white girl,-0.6705,Negatif
"Charlie Kirk - Let's have a civil debate about why you don't deserve basic rights and should be a slave.
Van Jones - OHH HE'S SO GENEROUS UWU.

LOL",@ThomasShatter,2025-09-28T02:24:29Z,0,charlie kirk let civil debate deserve basic rights slave van jones ohh generous uwu lol,0.7269,Positif
"Van Jones- you are part of the communist leftest problem inciting violence from weak individuals and are spinning this
You should be ashamed for not reaching out to men like Charlie Kirk for civil discussion.",@savedbygrace6853,2025-09-28T02:15:54Z,0,van jones part communist leftest problem inciting violence weak individuals spinning ashamed reaching men like charlie kirk civil discussion,-0.8591,Negatif
Charlie Kirk was a free speech advocate especially when it was him talking. He did make a lot of racist and mysoginist statements misquoted the Bible to support his position but he would listen because violence is never the answer.,@dentrh,2025-09-28T02:02:22Z,0,charlie kirk free speech advocate especially talking make lot racist mysoginist statements misquoted bible support position would listen violence never answer,-0.4767,Negatif
Finally admits that listening to them gets people killed.,@tinydanceryoutube,2025-09-28T02:01:56Z,0,finally admits listening gets people killed,-0.5106,Negatif
"Mortal enemy? Was not in Charlies vocabulary. 
You were not that important.",@tinydanceryoutube,2025-09-28T02:01:16Z,1,mortal enemy charlies vocabulary important,-0.4019,Negatif
"Only for attention to get noticed. Who are these has beens?? Cooper Anderson I know, I forget the other liar.",@tinydanceryoutube,2025-09-28T02:00:15Z,1,attention get noticed beens cooper anderson know forget liar,-0.6369,Negatif
Thanks you for this post.,@rmajor7507,2025-09-28T01:59:52Z,0,thanks post,0.4404,Positif
Inside Job?,@aleguitarra,2025-09-28T01:58:34Z,0,inside job,0.0,Netral
"His guy is awful and just trying to suck up to the thousands that refuse to watch his crap. Nope, not even worth a listen!",@Highcallglory,2025-09-28T01:56:14Z,0,guy awful trying suck thousands refuse watch crap nope even worth listen,-0.8851,Negatif
"Yeah, talk nice now. You are responsible for his murder. ALL you left corrupt criminals. You support those who celebrate his murder.",@morganoverbay8783,2025-09-28T01:54:23Z,0,yeah talk nice responsible murder left corrupt criminals support celebrate murder,-0.34,Negatif
"Charlie Kirk was set up. He was a useful pawn.  Got a platform and rich.  He was told what to say. He got a blond and money.  When he got more educated, he parted with Israel on the genocide in Gaza.  He started to see the light.  His usefulness was gone as he turned down $150 million.  He was a useful distraction to the Epstein files.  The oligarchs have won.",@theraplawyer,2025-09-28T01:48:33Z,1,charlie kirk set useful pawn got platform rich told say got blond money got educated parted israel genocide gaza started see light usefulness gone turned million useful distraction epstein files oligarchs,0.8402,Positif
"Just out Gretchen Carlson's recent podcast about this and she tells the whole truth. The liar omitted the fact that the subway killer was repeating how he ""got the white"" girl.  Fact. They leave that part out. Because Jones was going on about Kirk being a racist, just before he was killed. Kirk called him to clarify and push back against the hate speech that Jones said about Charlie a couple days before, Jones knows he was a part of the hate, Van Jones is not a honest man and a race baiter. See Gretchen Carlson's pod cast about her low opinion of Van Jones.",@weswilkins2513,2025-09-28T01:46:03Z,0,gretchen carlson recent podcast tells whole truth liar omitted fact subway killer repeating got white girl fact leave part jones going kirk racist killed kirk called clarify push back hate speech jones said charlie couple days jones knows part hate van jones honest man race baiter see gretchen carlson pod cast low opinion van jones,-0.969,Negatif
About time you did good on this .,@charelsneal4340,2025-09-28T01:35:44Z,0,time good,0.4404,Positif
Van Jones is a good man... demnuts should follow his lead.,@seeingred3441,2025-09-28T01:30:49Z,0,van jones good man demnuts follow lead,0.4404,Positif
I see why CNN's ratings are shit,@dwayneparrett7133,2025-09-28T00:56:16Z,3,see cnn ratings shit,-0.5574,Negatif
"Charlie Kirk wanted to use Van Jones for his credibility, that doesn’t absolve him of anything he said about the necessity of violence in “certain situations.”  (All fabricated paranoia scenarios)",@Imhotep397,2025-09-28T00:51:09Z,2,charlie kirk wanted use van jones credibility doesnt absolve anything said necessity violence certain situations fabricated paranoia scenarios,-0.7085,Negatif
"🤦🏽‍♂️
Sorry Van Jones,
 but that doesn't take away from all the other despicable shit he believed and said...
And it wasn't the whole country talking about civil war...
Your people on the right we're the ones talking about civil war..
Van you're such a fence straddler...
Kirk wasn't for violence, 
 just like you said Trump had a moment that he was presidential..😂😂",@dwayneparrett7133,2025-09-28T00:46:08Z,4,sorry van jones take away despicable shit believed said whole country talking civil war people right ones talking civil war van fence straddler kirk violence like said trump moment presidential,-0.936,Negatif
"Charlie Kirk opposed civil rights, was an open white supremacist, promoted the idea of women being subordinate, and openly supported hate for minorities.  It's sad what happened to him, but his views were vile.  He made his living by promoting hatred and lies.  Stop trying to ""whitewash"" him.  History will not look kindly on Kirk, or people who share his views.",,2025-09-28T00:36:46Z,4,charlie kirk opposed civil rights open white supremacist promoted idea women subordinate openly supported hate minorities sad happened views vile made living promoting hatred lies stop trying whitewash history look kindly kirk people share views,-0.8176,Negatif
"So what, oh well.",@Layingthelaw100,2025-09-28T00:34:15Z,1,well,0.2732,Positif
Ratings! Charlie Kirk was looking for more ratings...😮,@gilmoremccoy6930,2025-09-28T00:33:28Z,2,ratings charlie kirk looking ratings,0.0,Netral
Whosoever believeth in YAHUSHUA the messiah son of Yahweh earth rightful ruler and creator shall have eternal life,@waynesmith733,2025-09-28T00:16:11Z,0,whosoever believeth yahushua messiah son yahweh earth rightful ruler creator shall eternal life,0.0,Netral
"*Stop with the foolishness* 

*Kirk was a SNAKE CHARMER  who in this case.................................... GOT BIT*",@NDR-hn3ue,2025-09-28T00:07:23Z,2,stop foolishness kirk snake charmer case got bit,-0.2732,Negatif
"Charlie Kirk was trying to drum up a race war, but at least he was nice to me privately one time.",@meepk633,2025-09-28T00:01:12Z,5,charlie kirk trying drum race war least nice privately one time,-0.7377,Negatif
"No. We dont memorialize a racist who spent all of his time spouting racist, homophobic, transphobic, anti-immigrant, misogynistic bullshit which was attracting thousands of young people into his ranks BECAUSE he was given a platform to do so. It doesn't make you a better person to say wow, he wanted to talk like gentlemen. THAT my friend is the trick. He just wanted to add more coverage on your back. It's awful he was murdered but for Dogs sake let him die. But hey, while you are keeping him alive by being a gentleman, you are getting some pretty good coverage too so I guess thats a thing.🙄",@KathrineWilliams888,2025-09-27T23:57:59Z,5,dont memorialize racist spent time spouting racist homophobic transphobic anti immigrant misogynistic bullshit attracting thousands young people ranks given platform make better person say wow wanted talk like gentlemen friend trick wanted add coverage back awful murdered dogs sake let die hey keeping alive gentleman getting pretty good coverage guess thats thing,0.9009,Positif
"Van Jones, go debate Bibi Netanyahu!",@HopeInyah-r7j,2025-09-27T23:57:04Z,0,van jones debate bibi netanyahu,0.0,Netral
"CNN isn't pure evil?  This is good to see!  Thanks Van and Anderson - You guys should start a new movement, ""Vanderson Down By The River"" where you guys have agreeable disagreements peacefully down by the river in a van, like Chris Farley would have wanted.",@Highdealist,2025-09-27T23:50:41Z,0,cnn pure evil good see thanks van anderson guys start new movement vanderson river guys agreeable disagreements peacefully river van like chris farley would wanted,0.743,Positif
You didn’t have to “build his platform” it was already built 🤦🏾‍♀️,@robinvilchez477,2025-09-27T23:20:54Z,0,didnt build platform already built,0.0,Netral
I don't think Charlie had good intentions.  These conservative debate bros always wanna debate then use it as an excuse to spew hatred and propaganda.,@IZA_Grey,2025-09-27T23:19:49Z,2,think charlie good intentions conservative debate bros always wan debate use excuse spew hatred propaganda,-0.4588,Negatif
"Van Jones is nothing more than a coward who never would've had the balls to go on Charlie's show. But now that he can score points with an audience a week or more after his death, he's ""taking the high road"".  Don't be fooled by this BS.  He was bashing CK on CNN 2 days before he was murdered.  Look it up.  He's a joke.",@staceygordon6540,2025-09-27T23:19:31Z,0,van jones nothing coward never would balls charlie show score points audience week death taking high road fooled bashing cnn days murdered look joke,-0.8031,Negatif
Fake compassion aired by fake news.  Never watch any of them,@Teukel-f7h,2025-09-27T23:16:46Z,1,fake compassion aired fake news never watch,-0.4939,Negatif
Trump wants a race war!!!,@cookdanceandpraythroughit8516,2025-09-27T23:14:21Z,0,trump wants race war,-0.5994,Negatif
"Van, you are somewhat naive regarding words.  A British prime minister once said, and I paraphrase, ‘words are last longer than bullets and far more lethal’.   Reflect on what words have done thru the ages and how destructive they have  remained.",@RIchardTIGCHELAAR,2025-09-27T23:11:33Z,0,van somewhat naive regarding words british prime minister said paraphrase words last longer bullets far lethal reflect words done thru ages destructive remained,-0.701,Negatif
Jones hoped that Kirk would a knowledged his existence,@iriswyman5735,2025-09-27T23:11:06Z,0,jones hoped kirk would knowledged existence,0.3818,Positif
Thank you Van for being a respectful person.,@DoreenWarcholRugh,2025-09-27T23:01:27Z,0,thank van respectful person,0.6705,Positif
"9.27.25:  Van Jones . . . where's the money the ex-of-Amazon gave you?

I expected this from you . . .",@mnnblackpoemology4661,2025-09-27T22:54:38Z,0,van jones money amazon gave expected,0.1779,Positif
"Huh...never heard of either of these men until recently...yeah I'm old...but this is info I am glad to know, and wish I'd known...that aside his murder was absolutely okay...no ones is...we gotta find middle ground people. And come back to a democracy and freedom that stabilizes us and strengthens without all thos power play and destruction and death that's always at the cost of the 98%...",@russellshowalter4593,2025-09-27T22:41:02Z,0,huh never heard either men recently yeah old info glad know wish known aside murder absolutely okay ones got find middle ground people come back democracy freedom stabilizes strengthens without thos power play destruction death always cost,0.2399,Positif
I love a good whitewashing,@joeyboikly,2025-09-27T22:33:49Z,0,love good whitewashing,0.7964,Positif
Good luck America. You are a ruined nation. The far left is winning this war. It's time to settle things.,@jeffl6157,2025-09-27T22:28:04Z,0,good luck america ruined nation far left winning war time settle things,0.3182,Positif
Hot coals of this sin of murder is on the head of all the media outlets that have bean for years spewing the hate and calls for violence and calling him and Trump fascist and Hitler.,@adriangordinier4055,2025-09-27T21:55:29Z,1,hot coals sin murder head media outlets bean years spewing hate calls violence calling trump fascist hitler,-0.967,Negatif
dont forget: a mass shooter who was targeting racial minorities once gave credit to Kirk for the reason why he shot people,@king_fresh27,2025-09-27T21:53:24Z,0,dont forget mass shooter targeting racial minorities gave credit kirk reason shot people,0.505,Positif
"Libs: theyre terrorists! Burn them all!!!
(Charlie dies)
Libs: lets just talk!!!
Absolute CLOWNS!!! 
YOU AND EVERYONE LIKE YOU DID THIS!!!",@FreeFarmer3033,2025-09-27T21:42:07Z,0,libs theyre terrorists burn charlie dies libs lets talk absolute clowns everyone like,-0.3818,Negatif
Run your mouth,@crisanastopoulos5502,2025-09-27T21:36:50Z,0,run mouth,0.0,Netral
Van would have never debated CK.,@chuc1019,2025-09-27T21:34:12Z,0,van would never debated,0.0,Netral
"This is nothing more than attempt at damage control. Remember Van said  there was no proof the Charlotte murder was racially motivated . If you google Van’s CNN comments for September 10th, you get nothing but this vid from the search algorithm. Still censoring!",@melving5638,2025-09-27T21:34:07Z,0,nothing attempt damage control remember van said proof charlotte murder racially motivated google vans cnn comments september get nothing vid search algorithm still censoring,-0.0186,Netral
I call bullshit. I doubt he texted him.,@Almondjoy1,2025-09-27T21:31:11Z,0,call bullshit doubt texted,-0.743,Negatif
"The murderer on the train killed that girl, because she was white.

She was the only white person there. Surrounded by other black individuals that he did not attack. After the attack, he said he got that white girl. 

If your IQ is above 70, you KNOW she was murdered, because of the color of her skin. 

If you have absolutely no integrity, you will disagree.",@amendment2711,2025-09-27T21:12:34Z,0,murderer train killed girl white white person surrounded black individuals attack attack said got white girl know murdered color skin absolutely integrity disagree,-0.9669,Negatif
You can't go around pouring fuel where the fire is already out of contol,@jeffomondi9422,2025-09-27T21:06:06Z,0,around pouring fuel fire already contol,-0.34,Negatif
No your words encite violence not Charlie's.,@Trump_President_outlaw,2025-09-27T21:03:13Z,0,words encite violence charlie,-0.6249,Negatif
"Spare me. Kirk was a racist misogynist who questioned the 2020 election, championed anti vaccine nonsense, and espoused the Great Replacement Theory. Know who the man is before lionizing him.",@jayacorn4719,2025-09-27T21:02:48Z,0,spare kirk racist misogynist questioned election championed anti vaccine nonsense espoused great replacement theory know man lionizing,-0.4767,Negatif
Van Jones I blame you and others who lie the way you do.,@Trump_President_outlaw,2025-09-27T21:01:33Z,0,van jones blame others lie way,-0.34,Negatif
Oh ffs give me a break the guy was a POs,@Classwarcorrespondence,2025-09-27T20:50:20Z,0,ffs give break guy pos,-0.5859,Negatif
"Van Jones only made this public to cover his leftist ass, because he had previously badmouthed Charlie Kirk who had more IQ in his little finger than Van Jones and all of the CNN clowns put together!",@salsadjuniversity,2025-09-27T20:35:33Z,0,van jones made public cover leftist ass previously badmouthed charlie kirk little finger van jones cnn clowns put together,-0.5423,Negatif
"What a strange video. The Black guy who stabbed the young Ukranian girl said, as he walked away, ""I got that White girl.""  What the HELL do you disagree about, VAN JONES. Do you understand English, perhaps?",@peggyelaine4448,2025-09-27T20:33:24Z,0,strange video black guy stabbed young ukranian girl said walked away got white girl hell disagree van jones understand english perhaps,-0.8979,Negatif
"Every time I hear someone use the word president before the word trump, it literally makes me vomit.",@NeverStopFightingBack2024,2025-09-27T20:31:02Z,0,every time hear someone use word president word trump literally makes vomit,0.0,Netral
I certainly disagree with most of what Van Jones says but I do now respect him for saying we need to calm down. Perhaps he can get the protesters and people that storm places of business and steal everything in the store to stop. They have certainly ruined Chicago.,@deborahbell393,2025-09-27T20:21:45Z,0,certainly disagree van jones says respect saying need calm perhaps get protesters people storm places business steal everything store stop certainly ruined chicago,-0.4215,Negatif
"""I wanted to beat Charlie Kirk in a debate, I didn't want somebody to shoot him."" It's strange to say but I have so much respect for that: strange because it seems so rare these days even though it should be normal. I doubt I agree with many of Van's beliefs, but I'm always willing to hear them and talk about them. At the end of the day, I believe what I believe _because_ I believe it, it should never be that you 'believe' what you believe because you _want_ to believe it; it should never be that your allegiance to a belief or idea comes _before_ your understanding of it. I want to debate people because I know what I believe in firmly and I want to challenge not only their beliefs, but my own too. I never want to believe in something that is wrong, that should be the whole purpose of all of this.",@Vandalle.,2025-09-27T20:07:48Z,0,wanted beat charlie kirk debate want somebody shoot strange say much respect strange seems rare days even though normal doubt agree many van beliefs always willing hear talk end day believe believe believe never believe believe want believe never allegiance belief idea comes understanding want debate people know believe firmly want challenge beliefs never want believe something wrong whole purpose,-0.296,Negatif
A lot more people on the left want violence!!!,@christopherandrews8061,2025-09-27T20:05:54Z,1,lot people left want violence,-0.5859,Negatif
"I've seen Kirk's ""respectful conversations."" Like when he called a young man ""dumb"" for supporting free school lunches for children. He called him dumb and then claimed that there are no hungry children in the US. Which is a lie. If he had an ounce of integrity he would not have made any assertions without first looking up the facts. And if he looked up the facts he would have seen that about 1 in 5 children in the US does not have enough food. That is 14 million children. 20% of all children. Yet Kirk called a young man dumb just for wanting to continue a program to make sure that kids were not hungry at school. That they could at least be sure to have a meal at school and did not have to learn on an empty stomach. Kirk vociferously and vehemently opposed this and personally insulted the young man who defended it. This is not ""respectful conversation."" And it is not a moral position. It is a disgusting position from an immoral liar.",@alwa6954,2025-09-27T20:04:46Z,0,seen kirk respectful conversations like called young man dumb supporting free school lunches children called dumb claimed hungry children lie ounce integrity would made assertions without first looking facts looked facts would seen children enough food million children children yet kirk called young man dumb wanting continue program make sure kids hungry school could least sure meal school learn empty stomach kirk vociferously vehemently opposed personally insulted young man defended respectful conversation moral position disgusting position immoral liar,-0.5859,Negatif
DemoNcrats are EVIL!!  We are in a battle of good vs evil!!,@christopherandrews8061,2025-09-27T20:03:34Z,0,demoncrats evil battle good evil,-0.8591,Negatif
Van Jones is too kumbaya.,@saganandroid4175,2025-09-27T19:59:58Z,0,van jones kumbaya,0.0,Netral
"WHY did Van get Death threats?  Chucks WORDS !!  Chuck was a Racist, Gay Hating, Muslim Hating OPPORTUNIST.
He learned the more provocative and fiery hateful his speech, THE MORE MONEY HE MADE. 
Talk to those who knew him early, they speak of the change. Remember...he was a drop out with no formal skills",@phdr754,2025-09-27T19:54:57Z,0,van get death threats chucks words chuck racist gay hating muslim hating opportunist learned provocative fiery hateful speech money made talk knew early speak change remember drop formal skills,-0.9744,Negatif
Mr. Jones come on over to the RIGHT side…we would welcome you!!,@dianeparson2760,2025-09-27T19:50:06Z,0,jones come right sidewe would welcome,0.4588,Positif
"When I first saw the topic on this in my feed when it took place, I scrolled past it. It appeared a couple more times and I  scrolled past it as well. Today it came up and I watched it and I must say, I'm not a fan of either side of political debates, but Van I will say, and thank you, for taking the high road on this.

No one deserves to die regardless of who and what they believe and/or stand for. It is every one's God given right to have the freedom to be who they desire to be.

God gives all people a choice to choose. What we choose to do with the choices we make are our own . 

Mr. Jones, I have the utmost respect for you stepping up to the plate to show this to the world. God Bless You Sir!!!🙌",@Ms.MossWP-TMU,2025-09-27T19:39:30Z,1,first saw topic feed took place scrolled past appeared couple times scrolled past well today came watched must say fan either side political debates van say thank taking high road one deserves die regardless believe stand every one god given right freedom desire god gives people choice choose choose choices make jones utmost respect stepping plate show world god bless sir,0.959,Positif
"All credit to Van for making this public. He appears to be deeply moved, even shaken by this message from Charlie and his execution. I think what this past weekend's memorial showed was the spirit of forgiveness and prayer that is undeniably overtaking those who supported Charlie Kirk. The complete lack of violence and destruction in the aftermath of his assassination needs to be acknowledged by those talking heads on the Left. Not to illustrate that one side is superior, but to proclaim that This Is The Way Forward. We need to return to a place where the purpose of our discourse is to arrive at Truth, not to win a debate. 
Once upon a time, the left and the right agreed on the problems but disagreed on solutions. In the past almost two decades, we have stopped agreeing on the problems. That stupid word ""Hater"" which should never be used by a serious person has found it's way into the Halls of Congress. It has many synonyms, all meant to degrade the debater instead of addressing the position of the debater. 

Charlie's murder has broken my heart. It has also revived something in our country that I never thought possible, and that is people, Van Jones included, rehumanizing our political adversaries. That is a tremendous good brought forth from an evil act. It behooves is to foster and cultivate that spirit, considering it came at the cost of the life of a great and beloved man.",@pj9cos,2025-09-27T19:37:10Z,0,credit van making public appears deeply moved even shaken message charlie execution think past weekend memorial showed spirit forgiveness prayer undeniably overtaking supported charlie kirk complete lack violence destruction aftermath assassination needs acknowledged talking heads left illustrate one side superior proclaim way forward need return place purpose discourse arrive truth win debate upon time left right agreed problems disagreed solutions past almost two decades stopped agreeing problems stupid word hater never used serious person found way halls congress many synonyms meant degrade debater instead addressing position debater charlie murder broken heart also revived something country never thought possible people van jones included rehumanizing political adversaries tremendous good brought forth evil act behooves foster cultivate spirit considering came cost life great beloved man,-0.9257,Negatif
It’s doubtful you would have beaten him but now we’ll never know.,@maryfiato6633,2025-09-27T19:35:51Z,0,doubtful would beaten well never know,-0.4767,Negatif
"Just bc Charlie Kirk remains calm and doesn’t raise his voice does not mean he is not disrespectful. I felt disrespected every time that guy opened his mouth . No, it does not mean he should be shot but let’s not play like he wasn’t a horrible disrespectful person!!!",@GM-in2io,2025-09-27T19:19:10Z,0,charlie kirk remains calm doesnt raise voice mean disrespectful felt disrespected every time guy opened mouth mean shot lets play like wasnt horrible disrespectful person,0.7227,Positif
I knew it! Van Jones always finds a way to be an apologists for white racist!,@corneliussqualls1544,2025-09-27T19:18:19Z,0,knew van jones always finds way apologists white racist,-0.6124,Negatif
"Oh please sososososo tired of Charlie Kirk! He was NOT a good person! He was a racist, a bigmouth and a bigot. He did nothing but preach nonsense.",@janmacky6511,2025-09-27T18:52:17Z,0,please sososososo tired charlie kirk good person racist bigmouth bigot nothing preach nonsense,-0.1134,Negatif
Kirk was anti-violence out of virtue and compassion. Jones is anti-violence out of weakness and fear. Not at all the same thing.,@stockpilez8884,2025-09-27T18:44:10Z,0,kirk anti violence virtue compassion jones anti violence weakness fear thing,-0.9186,Negatif
Nah.,@stevenz1400,2025-09-27T18:39:01Z,0,nah,-0.1027,Negatif
I highly doubt this wasn't a hit job by Kirk to totally flip the script and attack you. Sorry Van I disagree with your interpretation of Kirk's message.🫩,@djcjr1x1,2025-09-27T18:37:02Z,0,highly doubt hit job kirk totally flip script attack sorry van disagree interpretation kirk message,-0.8425,Negatif
"Yep, what a slap in the face for Van! Of course, it won’t change a thing; he’ll be just as divisive and hateful in a couple of weeks and the idiots will still be shooting guns at ICE Agents trying to protect Americans. But, hey ho!",@Ian_in_the_wild,2025-09-27T18:36:28Z,0,yep slap face van course wont change thing hell divisive hateful couple weeks idiots still shooting guns ice agents trying protect americans hey,0.7063,Positif
Fake News,@leslieloudermilk3876,2025-09-27T18:29:44Z,0,fake news,-0.4767,Negatif
"You shouldn't get away with being ""a gentleman"" if what you preach is inherently hateful.

The extreme right have always been a collaboration between violent thugs and articulate, clean-shaven, bow tie-wearing ""gentlemen"". It is a strategy as old as fascism itself.",@JH-lo9ut,2025-09-27T18:25:56Z,0,get away gentleman preach inherently hateful extreme right always collaboration violent thugs articulate clean shaven bow tie wearing gentlemen strategy old fascism,-0.6597,Negatif
"Van Jones, sir you just gained some respect from me. Not an awfully lot, but it is a start. TY sir",@Michael-im8gl,2025-09-27T18:20:38Z,0,van jones sir gained respect awfully lot start sir,0.6908,Positif
"But who killed him. A conservative, a liberal, or someone who didn't like debates.",@fredericksmith919,2025-09-27T18:09:18Z,0,killed conservative liberal someone like debates,-0.4588,Negatif
